# NFAP Frequency Allocation Data
# Source: Indian Frequency Allocation Chart
# Country: India
# Last Updated: 2025-01-01
""
Band Name,Band Start Freq (Hz),Band End Freq (Hz),Allocation Start Freq (Hz),Allocation End Freq (Hz),Frequency Range (Readable),Service,Priority,Usage,Amateur Band,Level,Region Specific
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE 5.388B   IND,primary,Mobile communication services,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,SPACE RESEARCH,secondary,Space Research,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,SPACE RESEARCH,secondary,Space Research,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE 5.388B,primary,Mobile communication services,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE 5.388B,primary,Mobile communication services,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE 5.388B,primary,Mobile communication services,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE 5.388B   IND,primary,Mobile communication services,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE,secondary,Mobile satellite services,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE 5.388B,primary,Mobile communication services,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE,primary,Mobile communication services,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE 5.388B,primary,Mobile communication services,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE,primary,Mobile satellite services,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,,secondary,,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE,primary,Mobile communication services,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE   IND,primary,Mobile communication services,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE,secondary,Mobile satellite services,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE,secondary,Mobile satellite services,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,SPACE OPERATION,secondary,Space Operation,,5.388   5.389A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,SPACE OPERATION,secondary,Space Operation,,5.388   5.389A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,EARTH EXPLORATION-SATELLITE,secondary,Earth Exploration-Satellite,,5.388   5.389A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,EARTH EXPLORATION-SATELLITE,secondary,Earth Exploration-Satellite,,5.388   5.389A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,IND,secondary,Ind,,5.388   5.389A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,5.388   5.389A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,5.388   5.389A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE,primary,Mobile communication services,,5.388   5.389A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE,primary,Mobile communication services,,5.388   5.389A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,SPACE RESEARCH,secondary,Space Research,,5.388   5.389A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,SPACE RESEARCH,secondary,Space Research,,5.388   5.389A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,5.388   5.389A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,5.388   5.389A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE EXCEPT AERONAUTICAL MOBILE,primary,Aircraft communication,,5.388   5.389A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE EXCEPT AERONAUTICAL MOBILE,primary,Aircraft communication,,5.388   5.389A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,SPACE RESEARCH,secondary,Space Research,,5.388   5.389A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,SPACE RESEARCH,secondary,Space Research,,5.388   5.389A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,IND,primary,Ind,,5.388   5.389A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,5.388   5.389A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,5.388   5.389A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,5.388   5.389A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE,primary,Mobile communication services,,5.388   5.389A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE,primary,Mobile communication services,,5.388   5.389A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE IND,primary,Mobile communication services,,5.388   5.389A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,AMATEUR,primary,Amateur radio services,,5.388   5.389A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,RADIOLOCATION,primary,Radar and location services,,Radiolocation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,AMATEUR,primary,Amateur radio services,,Radiolocation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,AMATEUR,primary,Amateur radio services,,Radiolocation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Radiolocation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE IND,primary,Mobile communication services,,Radiolocation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,BROADCASTING-SATELLITE,secondary,Satellite broadcasting services,,Radiolocation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,BROADCASTING,primary,Broadcasting services,,Radiolocation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,AMATEUR,primary,Amateur radio services,,Radiolocation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Radiolocation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE IND,primary,Mobile communication services,,Radiolocation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,AMATEUR,primary,Amateur radio services,,Radiolocation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Radiolocation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Radiolocation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Radiolocation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE,primary,Mobile communication services,,Radiolocation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE,primary,Mobile communication services,,Radiolocation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE,primary,Mobile communication services,,Radiolocation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,RADIOLOCATION,primary,Radar and location services,,Radiolocation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Radiolocation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Radiolocation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Radiolocation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Radiolocation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE,primary,Mobile communication services,,Radiolocation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE,primary,Mobile communication services,,Radiolocation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE,primary,Mobile communication services,,Radiolocation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE,primary,Mobile communication services,,Radiolocation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE,primary,Mobile satellite services,,Radiolocation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE,primary,Mobile satellite services,,Radiolocation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE,primary,Mobile satellite services,,Radiolocation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE,secondary,Mobile satellite services,,Radiolocation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,,secondary,,,Radiolocation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,,secondary,,,Radiolocation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,,secondary,,,Radiolocation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,RADIODETERMINATION- SATELLITE,secondary,Radiodetermination- Satellite,,Radiolocation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,SATELLITE,primary,Satellite,,Radiolocation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,,secondary,,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,SATELLITE,primary,Satellite,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,SATELLITE,primary,Satellite,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,RADIOLOCATION,primary,Radar and location services,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,,secondary,,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,,secondary,,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE EXCEPT AERONAUTICAL,primary,Aircraft communication,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED-SATELLITE (SPACE-TO-,secondary,Fixed satellite services,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED-SATELLITE (SPACE-TO-,secondary,Fixed satellite services,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED-SATELLITE,secondary,Fixed satellite services,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE,primary,Mobile communication services,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE EXCEPT AERONAUTICAL MOBILE IND,primary,Aircraft communication,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE EXCEPT AERONAUTICAL,primary,Aircraft communication,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE EXCEPT AERONAUTICAL,primary,Aircraft communication,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE (SPACE-TO-,secondary,Mobile satellite services,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE,primary,Mobile communication services,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE,primary,Mobile communication services,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE (SPACE-TO-,secondary,Mobile satellite services,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,RADIODETERMINATION- SATELLITE    (SPACE-TO-,secondary,Radiodetermination- Satellite    (Space-To-,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,5.414A,primary,5.414A,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED-SATELLITE,secondary,Fixed satellite services,,Radiodetermination-,
